,comments,label,token
4737,여자들은 기안84 못 잡아먹어서 안달이네ㅋㅋㅋ,offensive,"['여자', '기', '안', '못', '잡아먹다', '안달', '네', 'ㅋㅋㅋ']"
4738,여자들은 남자한테 힘든일 생기면 같이 떠안으려안하고 도망치는게 먼저 같아,offensive,"['여자', '남자', '한테', '힘드다', '일', '생기', '면', '같이', '뜨다', '안', '도망치다', '게', '먼저', '같다']"
4739,여자들은 반성해라 60넘는 돼지들이여,hate,"['여자', '반성', '넘다', '돼지', '여']"
4740,여자들은 왜 똥싸면서 스마트폰으로 페북을보나요?,hate,"['여자', '왜', '똥', '싸다', '스마트폰', '페북', '을', '보나', '요']"
4741,"여자들은 왜 세상이 전부 자기들한테 맞춰야한다고 생각하지? 예능, 영화, 드라마 전부 자기입맛에 맞춰달라고 징징. 진짜 역겹고 애새끼같음.",hate,"['여자', '왜', '세상', '전부', '자기', '한테', '맞추다', '생각', '예능', '영화', '드라마', '전부', '자기', '입맛', '맞추다', '달라', '고', '징징', '진짜', '역겹다', '애', '새끼', '같다']"
4742,여자들은 왜 윤아를 그렇게 싫어할까요?,none,"['여자', '왜', '윤아', '그렇게', '싫어하다', '요']"
4743,여자들은 이상함.. 돈없는 집 어디 9남매 낳아 기르는 여자도 욕하더니 반대로 재벌가에 시집가는 여자도 욕함.. 뭐어쩌라고?,offensive,"['여자', '이상하다', '돈', '없다', '집', '어디', '남매', '낳다', '기르다', '여자도', '욕', '반대', '로', '재벌', '가다', '시집가다', '여자도', '욕함', '뭐', '어쩌라고']"
4744,여자들이 80프로잉 악플 남자는 여자욕 안해,offensive,"['여자', '프로', '인', '악플', '남자', '여자', '욕', '안', '해']"
4745,여자들이 드라마 보고 평가하는 기준 .. 오로지 남주가 잘생겼냐에만 생오줌 질질싸면서 초점이 맞추어져 있지,hate,"['여자', '드라마', '보고', '평가', '기준', '오로지', '남', '주가', '잘생기다', '만', '생', '오줌', '질질', '싸다', '초점', '맞추다', '있다']"
4746,여자들이 임현주 싫어하는 이유지들은 평생 남자한테 먼저 다가가지 못하고 수동적으로 기다리기만 했는데임현주는 좋아하는 거 맘껏 표현하고매력 표출하는 거 보고 반감 느끼는 거,offensive,"['여자', '임현주', '싫어하다', '유지', '평생', '남자', '한테', '먼저', '다가', '가지', '못', '하고', '수동', '적', '기다리다', '임현주', '좋아하다', '거', '맘껏', '표현', '하고', '매력', '표', '출하', '거', '보고', '반감', '느끼다', '거']"
4747,여자들이 죽인 유니. 진짜 한국여자들 설리 구하라도 죽이더니 예쁘고 몸매좋은여자들만보면 못물어뜯어서 안달남. 대단해,hate,"['여자', '죽이다', '유니', '진짜', '한국', '여자', '설리', '구하라', '죽이다', '예쁘다', '몸매', '좋다', '여자', '만', '보다', '못', '물어', '뜯다', '안달', '남', '대단하다']"
4748,여자들이 지금 이때다하고 욕하는중 ㅋㅋㅋ,none,"['여자', '지금', '때', '다', '욕', '중', 'ㅋㅋㅋ']"
4749,여자들한테 엄청 밉보여서그런듯...사실 장신영은 엄청 응원 해놓고 정겨운은 왜 욕하고~~지들 맘에 안들면 버렇지...이프로 주시청층이 통계나오지??ㅋㄴ,hate,"['여자', '한테', '엄청', '밉다', '보', '여서', '그렇다', '듯', '사실', '장신영', '엄청', '응원', '정겨운', '왜', '욕', '하고', '자기', '맘', '안', '들다', '버러지', '프로', '주', '시청', '층', '통계', '나오다', '쿤']"
4750,여자때문에 남자가피해보네,hate,"['여자', '때문', '남자', '피', '해보다']"
4751,여자를 완전 쓰레기로 만드네.. 내 아기라면 책임 지겠다? 읽은 사람이 기분 더러워지네.,hate,"['여자', '완전', '쓰레기', '로', '만드', '네', '내', '아기', '라면', '책임지다', '읽다', '사람', '기분', '더러워지다']"
4752,여자분 이쁘고 성격좋은거 같음~~정준이 너무 들이대도 다 맞춰주네~이쁜 사랑 키워가세요~~여자분이 이뿌니까 질투하는 사람이 많네..신경쓰지 마셔요~~다 자격지심이니..,offensive,"['여자', '분', '이쁘다', '성격', '좋다', '거', '같다', '정준', '너', '무', '대도', '다', '맞추다', '주네', '이쁘다', '사랑', '키우다', '여자', '분', '풀다', '질투', '사람', '많다', '신경', '쓰다', '마시다', '다', '자격지심', '이니']"
4753,여자분들 다들 살빠진 홍윤화 씨처럼 생기셨을거 같아요 ^^,hate,"['여자', '분들', '다', '들다', '살', '빠지다', '홍윤', '화', '씨', '처럼', '생기다', '거', '같다']"
4754,여자분들!!! 구하라 전 남친 최종범 인스타 들어가보세요 얼굴 잘생겼습니다,offensive,"['여자', '분들', '구하라', '전', '남자친구', '최종범', '인스타', '들어가다', '보다', '얼굴', '잘생기다']"
4755,여자분들!!! 솔직히 이던이 친오빠였으면 좋겠죠?,none,"['여자', '분들', '솔직하다', '친', '오빠', '이다', '좋다']"
4756,여자분은 게임방송국에서 일하셨던분으로 방송인인데 연예인 그런게 맞죠ㅋㅋ,none,"['여자', '분', '게임', '방송국', '에서', '일', '분', '방송인', '인데', '연예인', '그렇다', '게', '맞다', 'ㅋㅋ']"
4757,여자송혜교 현빈ㅋㅋㅋㅋㅋㅋ이둘이 더만났으면ㅋㅋㅋㅋ,offensive,"['여자', '송혜교', '현빈', 'ㅋㅋㅋ', '둘', '더', '만나다', 'ㅋㅋㅋ']"
4758,여자아이돌 죄다 일진 양아치 꼴초 냄비임,hate,"['여자', '아이돌', '죄다', '일진', '양', '아치', '꼴', '초', '냄비', '임']"
4759,여자애들 질투 개쩐다 아이즈원은 한명빼고 다들 외모 출중해서 뽑힐만했어 한명이 누군지는 알지?ㅋㅋ,offensive,"['여자애', '질투', '개전', '다', '아이지', '원', '명', '빼다', '다', '들다', '외모', '추다', '중', '뽑히다', '만', '명', '누', '군', '지는', '알', '지', 'ㅋㅋ']"
4760,여자에 매력은 긴 다리와 아담한 엉덩이 그리고 큰 가슴에서 나온다 ㅋ 이효리는 얼굴 외에는 여러모로 아쉽다,hate,"['여자', '매력', '기다', '다리', '아담하다', '엉덩이', '그리고', '크다', '가슴', '에서', '나오다', '다', 'ㅋ', '이효리', '얼굴', '외', '에는', '여러', '모로', '아쉽다']"
4761,여자였으면 국민OOO으로 등극하고 팬 1도 없이 다 떠낫을텐데 아직도 팬들이 있네,hate,"['여자', '이다', '국민', '등', '극', '하고', '팬', '없이', '다', '떠나다', '텐데', '아직도', '팬', '있다']"
4762,여자의 눈물이 증거다,offensive,"['여자', '눈물', '증거', '다']"
4763,여자의 부류는 이렇게 나뉜다.박보영 > 이나영 > 설현=아이린 >>>> 이태임 >=클라라,hate,"['여자', '부류', '이렇게', '나뉘다', '박보영', '이나', '영', '설현', '아이린', '이태임', '클라라']"
4764,여자의 적은 여자. 여기서 풀메이크업이 왜 나오는데. 풀메이크업한게 죄인가?억울한 장자연은 이렇게 또 묻히는구나.,none,"['여자', '적다', '여자', '여기', '서', '풀', '메이크업', '왜', '나오다', '풀', '메이크업', '게', '죄인', '억울하다', '장자연', '이렇게', '또', '묻히다']"
4765,여자의 적은 여자다,offensive,"['여자', '적다', '여자', '다']"
4766,여자의 적은 여자다 ㅋㅋ 미투피해자 vs 조민기 아내,hate,"['여자', '적다', '여자', '다', 'ㅋㅋ', '미투', '피해자', '조민기', '아내']"
4767,여자인 내가봐도 미투는 변질됐어 내가봐도 불륜이지 미투는 아닌듯,hate,"['여자', '인', '내', '보다', '미투', '변질', '돼다', '내', '보다', '불륜', '이지', '미투', '아니다', '듯']"
4768,여자인데 구혜선 진짜 실망입니다 결국 안재현이 한말들 반박도 못하고 사실증명 불가능한 자극적인 단어로 물타기 하네요,offensive,"['여자', '인데', '구', '혜선', '진짜', '실망', '이다', '결국', '안재현', '말', '반박', '못', '하고', '사실', '증명', '불가능하다', '자극', '적', '인', '단어', '로', '물', '타다']"
4769,여자좋아하고 바람 잘 필 관상이니 조심하시오,offensive,"['여자', '좋아하다', '바람', '자다', '필', '관상', '이니', '조심하다']"
4770,여자출연자들만 다나오지않음 진짜재밌는프로 장수하길~,offensive,"['여자', '출연자', '만', '다', '나오다', '않다', '진짜', '재밌다', '프로', '장수']"
4771,여자편은 재미없다. 차라리 새로운 남자 멤버를 만들어서 해라. 여자편은 진짜 재미없음.,offensive,"['여자', '편', '재미없다', '차라리', '새롭다', '남자', '멤버', '만들다', '해', '라', '여자', '편', '진짜', '재미없다']"
4772,여자한사람 또 인생 만신창이 되어가고 있구나...서로좋으면 끝까지 지금처럼 웃으면서 살아라.. 마음변치말고.. 여러국민들이 지켜보고 있습니다.헤어지지 말고~~~!!!,offensive,"['여자', '사람', '또', '인생', '만신창이', '되어다', '있다', '서로', '좋다', '끝', '까지', '지금', '처럼', '웃다', '살다', '마음', '변치', '말고', '여러', '국민', '지켜보다', '있다', '헤어지다', '말고']"
4773,여자한테 꽃 같다고 하는게 얼마나 많은 문제를 초래하는지 모르는 사람들이 ㄷㄷ 이게 사과할 거린가 이러고 있으니 한숨 밖에 안 나온다 진짜,offensive,"['여자', '한테', '꽃', '같다', '게', '얼마나', '많다', '문제', '초래', '모르다', '사람', 'ㄷㄷ', '게', '사과', '거린', '가다', '이르다', '있다', '한숨', '밖에', '안', '나오다', '다', '진짜']"
4774,여자한테 꽃이라는 표현은 좀 그렇네요,none,"['여자', '한테', '꽃', '이라는', '표현', '그렇다']"
4775,여적뭐하고 티비에나와서 연애잘하냐,offensive,"['여적', '뭐', '하고', '티브이', '나오다', '연애']"
4776,여전히 예쁘시다.,none,"['여전하다', '예쁘다']"
4777,여전히 이쁘시구만,none,"['여전하다', '뿌', '시구', '만']"
4778,여주 남주 밉상이야 이기적인 종자들,offensive,"['여주', '남다', '밉다', '상이', '야', '기적', '인', '종자']"
4779,여주 손예진이 했으먄 좋겠다,none,"['여주', '손예진', '좋다']"
4780,여주 옷을 보면 볼수록 이다희가 생각나네ㅜㅜ잘 어울렸을꺼 같은데....,none,"['여주', '옷', '을', '보다', '보다', '이다희', '생각나다', 'ㅜㅜ', '자다', '어울리다', '거', '같다', '데']"
4781,여주 진짜 못생겼네 서강준 봉사하는 기분일듯,offensive,"['여주', '진짜', '못', '생기다', '서다', '강준', '봉사', '기분', '일', '듯']"
4782,여주가 김남주만 아니었어도 봤을 텐데,offensive,"['여주', '김남주', '만', '아니다', '보다', '텐데']"
4783,여주가 너무 무매력이다ㅠㅠ 안 이뻐보여요ㅠㅠ,none,"['여주', '너무', '구매력', '다', 'ㅠㅠ', '안', '뻐', '보이다', '요', 'ㅠㅠ']"
4784,여주가 못생겨서 작품에 몰입이 잘됨.,offensive,"['여주', '못', '생기다', '작품', '몰입', '자다', '되다']"
4785,여주가 이선경보다 요즘 잘나가는 소녀시대 윤아엿으면더 연기 잘햇을텐데..,offensive,"['여주', '선경', '보다', '요즘', '자다', '나가다', '소녀시대', '윤아', '이다', '더', '연기', '자다', '텐데']"
4786,여주가 좀 아쉽네 요즘 최고 대세 갓설현이 여주였으면 시청율 50%는 따논 밥상이었을텐데,none,"['여주', '아쉽다', '요즘', '최고', '대세', '갓', '설현', '이다', '시청률', '따다', '밥상', '이다', '텐데']"
4787,여주가있는이유는 마지막은 여자랑되겧ㄴ게원칙인데 ....제발 작가님 제발 ^^ 둘이그냥 다시만나게해줘요제발 ^^,none,"['여주', '있다', '이유', '마지막', '여', '자랑', '겧', 'ㄴ', '게', '원칙', '인데', '제발', '작가', '님', '제발', '둘', '그냥', '다시', '만나다', '해주다', '제발']"
4788,여주도 좀 꾸미고 나왔으면 남주는 잘생기게 나오는데,offensive,"['여주', '꾸미다', '나오다', '남다', '잘생기다', '나오다', '데']"
4789,여진구 남주라 안 보게 되는...,offensive,"['여진구', '남다', '안', '보다', '되다']"
4790,여진구 프랑켄슈타인...진짜 몰입방해꾼그냥 아이유 혼자 다살림,offensive,"['여진구', '프랑켄슈타인', '진짜', '몰입', '방해꾼', '그냥', '아이유', '혼자', '다', '살림']"
4791,여친만나는건 안궁금했는데 뭥미~~,offensive,"['여자친구', '만나다', '건', '안', '궁금하다', '뭐', '야']"
4792,여태 강성훈이 젝키에 해준게 얼만데 욕하나요? 제정신인가요?,offensive,"['여태', '강성훈', '젝키', '해주다', '게', '얼마', '인데', '욕', '하나요', '제', '정신', '인가요']"
4793,여태까지 해외 국적이면서 예능 나와서 그렇게 돈을 쓸어담아 갔구나,offensive,"['여태', '까지', '해외', '국적', '이면', '서', '예능', '나오다', '그렇게', '돈', '을', '쓸다', '담다', '가다']"
4794,여튼 부러워요 !,none,"['여하튼', '부럽다']"
4795,여행가지고 참 오래도 우려먹는다,offensive,"['여행', '가지', '고', '차다', '오다', '우려', '먹다']"
4796,여행갔다 하은이랑 셋이서 여행오신거 봤는데 딸과 너무잘놀아주시고 인사도 먼저해주시고 이쁜가족이였어요~ 네가족 행복하세요^^,none,"['여행', '가다', '하은', '이랑', '셋', '이서', '여행', '오신', '거', '보다', '딸', '너무', '자다', '놀다', '인사', '먼저', '해주시', '고', '이쁘다', '가족', '이다', '네', '가족', '행복하다']"
4797,여행은 꿈도 못꾸는 사람들도 있습니다 네이버와 기자님들의 생각과 배려가 아쉽네요 좋은 뉴스의 조건은 초등학생들도 배운답니다,none,"['여행', '꿈', '못', '꾸다', '사람', '있다', '네이버', '기자', '님', '들다', '생각', '배려', '아쉽다', '좋다', '뉴스', '조건', '초등학생', '배우다']"
4798,여혐민국에서 여배우로 살기 참 힘들다;;;,offensive,"['여혐', '민국', '에서', '여배우', '로', '살', '기', '차다', '힘들다']"
4799,여형사빼고 멤버그대로 시즌2가자,offensive,"['여', '형사', '빼다', '멤버', '그대로', '시즌', '가다']"
4800,역겨워. 더러워. 저번에 걸렸을때 수사만 제대로 했으면 다음 피해자는 없었을텐데.. 그때 반성하는척 피해자코스프레 연기 쩔더만. 역시 연예인들은 타고 나야하나봐. 범죄 저지르고서도 하나 같이 다들 연기를 너무 잘하셔.,hate,"['역겹다', '더럽다', '저번', '걸리다', '때', '수사', '만', '제대로', '다음', '피해자', '없다', '텐데', '그때', '반성', '척', '피해자', '코스프레', '연기', '쩔', '더', '만', '역시', '연예인', '타고', '나야', '하나', '보다', '범죄', '저지르다', '하나같이', '다', '들다', '연기', '너무']"
4801,역대급 좋아하네 꼴폐미 드라마 ..들어간 돈이 아까움 ㅋㅋ 현실성이라고는 단 1%도 없는,hate,"['역대', '급', '좋아하다', '꼴', '폐지', '드라마', '들어가다', '돈', '아깝다', '움', 'ㅋㅋ', '현실', '성', '이라고는', '단', '없다']"
4802,역대급 철판이다,offensive,"['역대', '급', '철판', '이다']"
4803,역대급으로 재미없다,none,"['역대', '급', '재미없다']"
4804,역량이 안되면 사극은 하지말자,none,"['역량', '안', '되다', '사극', '말']"
4805,역병에 국경도 초월한 시대인 데 참 인정머리.없는.사람들... 우한교포들 왜 입국시키냐며 반대시위하는 이들과 다를.바 없다.,none,"['역병', '국경', '초월', '시대', '인', '데', '차다', '인정', '머리', '없다', '사람', '우한', '교포', '왜', '입국', '시키다', '반대', '시위', '다르다', '바', '없다']"
4806,역쉬 배신과 뒤통수의 달인!!!!!! 전라도 홍어 년놈들~~~,hate,"['역시', '배신', '뒤통수', '달인', '전라도', '홍어', '년', '놈']"
4807,역시 3040 상폐들 화났죠? ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,hate,"['역시', '상폐', '화나다', 'ㅋㅋㅋ']"
4808,역시 JTBC 손혜원 덮어주게?,offensive,"['역시', '손', '혜원', '덮다']"
4809,역시 yg 대단해 j y p 대단하고 이런 아이돌 제조기 이야 yg jyp 역시 짱 짱 입니다,hate,"['역시', '대단하다', '대단하다', '이렇다', '아이돌', '제', '조기', '이야', '역시', '짱', '짱', '이다']"
4810,역시 갓양녀....b,offensive,"['역시', '갓', '양녀']"
4811,역시 경규옹ㅋㅋㅋㅋㅋㅋ,none,"['역시', '경규', '옹', 'ㅋㅋㅋ']"
4812,역시 고딩때 놀던 애들이 결혼도 늙고 돈많은 남자 잘 물어서 간당께. 고딩때 겁나 다 주고 다닌거 왠만한 울산 사람은 다 알지 ㅋ,hate,"['역시', '고등학생', '때', '놀다', '애', '결혼', '늙다', '돈', '많다', '남자', '자다', '물어', '서', '간다', '니까', '고등학생', '때', '겁나다', '다', '주다', '다니다', '거', '웬만하다', '울산', '사람', '다', '알', '지', 'ㅋ']"
4813,역시 관종이야.,offensive,"['역시', '관', '종이', '야']"
4814,역시 교과서적인 훈훈한마무리는 몰입도를 떨어뜨리는군 !,none,"['역시', '교과서', '적', '인', '훈훈하다', '마무리', '몰입도', '떨어뜨리다']"
4815,역시 남자는 여자를 잘만나야됨,offensive,"['역시', '남자', '여자', '자다', '만나다', '되다']"
4816,역시 누구랑 다르게 수상소감이 다르다. 어제 후보 들러리 세운다고 분위기 망치고 난장부린 사람이랑은. 대상은 역시 차원이 다름,offensive,"['역시', '누구', '랑', '다르다', '수상', '소감', '다르다', '어제', '후보', '들러리', '세우다', '분위기', '망치', '고', '난', '자다', '부리다', '사람', '이랑은', '대상', '역시', '차원', '다르다']"
4817,역시 대한민국 망신은 여자들이 다시킨다 ㅠㅠ,offensive,"['역시', '대한민국', '망신', '여자', '다시', '킨', '다', 'ㅠㅠ']"
4818,역시 대한민국 여자 답네 남태현이 부실부실해 보이고 의지 약해 보이니 다른 김치남들처럼 몸 부서지게 돈 벌것 같지 않으니 핑계로 뻥 차 버리네 ‼️‼️‼️‼️,hate,"['역시', '대한민국', '여자', '답', '네', '남태현', '부실', '부실하다', '보이', '고의', '지다', '약하다', '보이다', '다른', '김치', '남', '처럼', '몸', '부서지다', '돈', '벌', '것', '같다', '않다', '핑계', '로', '뻥', '차', '버리다']"
4819,역시 댓글 비율 봐.. 30대 한남들아 ㅋㅋㅋㅋㅋ,hate,"['역시', '댓글', '비율', '보다', '대다', '한남', '아', 'ㅋㅋㅋ']"
4820,역시 동근이형 대박...뮤지컬같았네요~꼬마 귀엽더라구요ㅎㅎ,none,"['역시', '동', '근', '형', '대박', '뮤지컬', '같다', '꼬마', '귀엽다', '더', '라고', '요', 'ㅎㅎ']"
4821,"역시 드라마는 1화부터 6화8화까지는 재밌다. 그후로부터는..크흠.! 아무튼 잘된 드라마,성공한 드라마들은 마무리 끝까지 완벽하고 재밋었다",none,"['역시', '드라마', '화', '부터', '화', '화', '까지는', '재미', '다', '그', '후', '로부터', '크다', '흠', '아무튼', '자다', '되다', '드라마', '성공하다', '드라마', '마무리', '끝', '까지', '완벽하다', '재밌다']"
4822,역시 라도근성,hate,"['역시', '라도', '근성']"
4823,역시 막장,none,"['역시', '막장']"
4824,역시 맛은 아내맛이 최고지,offensive,"['역시', '맛', '아내', '맛', '최고', '지']"
4825,역시 머리빨도 무시 못하는거임,none,"['역시', '머리', '빨', '무시', '못', '거임']"
4826,역시 멋있다 박예은ㅠㅠㅠㅠㅠㅠㅠ,none,"['역시', '멋있다', '박예은', 'ㅠㅠㅠ']"
4827,역시 멋진 여자였어 응원해요,none,"['역시', '멋지다', '여자', '이다', '응원']"
4828,역시 미스코리아 딸이라 예쁘네요~~!,none,"['역시', '미스코리아', '딸', '이라', '예쁘다']"
4829,역시 방탄이다 제2의 엑소라 불려도 손색이 없네 이제는 ㅎㄷㄷ 흥해라 방탄 응원한다!!,none,"['역시', '방탄', '다', '제의', '엑소', '라', '불다', '손색', '없다', '이제', 'ㅎㄷㄷ', '흥', '방탄', '응원', '다']"
4830,역시 사람은 변하지 않네노인네 폭행하고 자숙한답시고 산에들어가더만앞차가 차선좀 밟았다고 보복운전에욕설까지? 불구석기소 될정도면얼마나심햇다는거야,none,"['역시', '사람', '변하다', '않다', '노인', '네', '폭행', '하고', '자숙', '답시고', '산', '들어가다', '더', '만', '앞', '차갑다', '차선', '밟다', '보복', '운전', '욕설', '까지', '불구속', '기소', '되다', '정도', '면', '얼마나', '심하다', '거야']"
4831,역시 사업가,offensive,"['역시', '사업가']"
4832,역시 성상납이 문제야..,offensive,"['역시', '성', '상납', '문제', '야']"
4833,역시 시집못간 30대 노처녀들 바들바들 대네요 ㅎ,offensive,"['역시', '시집', '못', '간', '대다', '노처녀', '바들바들', '대다', 'ㅎ']"
4834,역시 어린엄마가 짱이야 여자는 어려서 결혼해야해,offensive,"['역시', '어리다', '엄마', '최고', '야', '여자', '어리다', '결혼', '해']"
4835,역시 엄마 아빠 닮아서 애가가 정말 예쁘네요~ 셋이 행복하게 살았음 좋겠고 앞으로 슈돌에서 나오는 모습 응원합니다! 정말 아이가 엄마아빠의 판박이네요 신기합니다,none,"['역시', '엄마', '아빠', '닮다', '애가', '정말', '예쁘다', '셋', '행복하다', '살다', '좋다', '앞', '슈', '돌', '에서', '나오다', '모습', '응원', '정말', '아이', '엄마', '아빠', '판박이', '네', '요', '신기하다']"
4836,역시 여자는 나이가 깡패구나,hate,"['역시', '여자', '나이', '깡패', '구나']"
4837,역시 여자는 나이가 깡패다 깡패 .,none,"['역시', '여자', '나이', '깡패', '다', '깡패']"
4838,역시 여자는 말라야 좋치 속으로는 마른여자 좋아하면서 솔찍해집시다,hate,"['역시', '여자', '말라야', '좋다', '속', '으로는', '마르다', '여자', '좋아하다', '솔직하다', '집시', '다']"
4839,역시 여자는 어리고 조신해야^^,offensive,"['역시', '여자', '어리다', '조신']"
4840,역시 여자는 젊고 싱싱한게 최고여 나이 30넘은 아줌매들은 쳐다도 보지 말그라잉 ~,hate,"['역시', '여자', '젊다', '싱싱하다', '게', '최고', '여', '나이', '넘다', '아', '줌', '매', '치다', '보지', '말', '그라잉']"
4841,역시 여자도 학벌을 보고결혼해야됨. 신재은 연대생이네 ㄷㄷ,offensive,"['역시', '여자도', '학벌', '을', '보고', '결혼', '되다', '신재은', '연', '대', '생', '네', 'ㄷㄷ']"
4842,역시 연기 인성 사생활 모든 연옌의 동경의 대상 이병헌님의 발톱의 때도 못따라온다 병헌님을 점 보고배워라,none,"['역시', '연기', '인성', '사생활', '모든', '연예인', '동경', '대상', '이병헌', '님', '발톱', '때', '못', '따라오다', '다', '병헌', '님', '을', '점', '보고', '배우다']"
4843,역시 연예인이랑 운동선수는 걸러야됨,hate,"['역시', '연예인', '이랑', '운동선수', '걸다', '야', '되다']"
4844,역시 오늘도 엔딩맛집,none,"['역시', '오늘', '엔딩', '맛집']"
4845,역시 이연희 실력파 연기배우,none,"['역시', '이연희', '실력', '파', '연기', '배우']"
4846,역시 인지도는 악플에 비례하구나..,offensive,"['역시', '인지도', '악플', '비례']"
4847,역시 장문복이 떨어질리가 없는데,none,"['역시', '장문', '복', '떨어지다', '리가', '없다']"
4848,역시 전라도 클라스 보소,hate,"['역시', '전라도', '클래스', '보다']"
4849,역시 젊은여자랑 결혼하니 애도 쑥쑥 금방 낳네요. 좋네.,offensive,"['역시', '젊다', '여자', '랑', '결혼', '애도', '쑥쑥', '금방', '낳다', '좋다']"
4850,역시 조보아~~!!역시 마인드하나는 최고야!!,none,"['역시', '조보', '아', '역시', '마인드', '하나', '최고', '야']"
4851,역시 최진혁 연기 대박임 ㄷㄷㄷㄷ,none,"['역시', '최진혁', '연기', '대박', '임', 'ㄷㄷㄷ']"
4852,역시 춘향이보다 맛,offensive,"['역시', '추다', '향', '보다', '맛']"
4853,역시 트롯은 장윤정,none,"['역시', '트롯', '장윤정']"
4854,역시 한국인은 남 잘되는 꼴을 못 봐,hate,"['역시', '한국인', '남', '자다', '되다', '꼴', '을', '못', '보다']"
4855,역시 헬조선에선 금수저로 태어나야해!!!,none,"['역시', '헬', '조선', '에선', '금수', '저', '로', '태어나다', '해']"
4856,역시 힙합은 마약과 떨어질수없는 장르지. 그만큼 한국 오버 힙합은 YG가 책임지고있고 나머지는 걸보뎅이 그룹이나만들고 젖내노고 궁딩이 흔들며 한국음악 좀먹는 그획사 바께없음 법이 법이니만큼 힘들겠지만 다들 기운내 YG화이팅!,hate,"['역시', '힙합', '마약', '떨어지다', '수', '없다', '자르다', '그만큼', '한국', '오버', '힙합', '가다', '책임지다', '있다', '나머지', '걸', '보뎅', '그룹', '이나', '만들다', '젖다', '노고', '궁둥이', '흔들다', '한국', '음악', '먹다', '기획사', '밖에', '없다', '법', '법', '이니', '만큼', '힘들다', '다', '들다', '기운', '내', '파이팅']"
4857,역시..유아인 김미화 이창동 유시민 조카..다 연결 되는구안,offensive,"['역시', '유아인', '김미화', '이창동', '유시민', '조카', '다', '연결', '되다', '구안']"
4858,역시나 웨딩영상은 피쉬트리,none,"['역시', '나', '웨딩', '영상', '피시', '트리']"
4859,역시너는내운명 우효광 추자현부부 결혼축하고하고 두분예쁜만큼 잘사세용 참고로 소이현부부제발 안나왓으면좋겟다 닭살,none,"['역시', '너', '내', '운명', '우', '효광', '추자현', '부부', '결혼', '축하', '고', '두', '분', '예쁘다', '만큼', '자다', '사다', '참고', '로', '소이', '현', '부부', '제', '발', '안', '나오다', '좋다', '닭살']"
4860,역시여잔 이뻐야돼ㅋㅋㅋ남자는 개빻은오타쿠ㅅ기들도 쓸곳이있는데 못생긴계집들은 쓸데가없음ㅋㅋㄱㅋㅋ,hate,"['역시', '이다', '뻐', '야', '돼다', 'ㅋㅋㅋ', '남자', '개빻', '오타쿠', 'ㅅ', '기', '쓸다', '곳', '있다', '못', '생기다', '계집', '쓸다', '데', '없다', 'ㅋㅋㄱㅋㅋ']"
4861,역시패배의아이콘이다 3패라니ㄷㄷ,offensive,"['역시', '패배', '아이콘', '다', '패', '라니', 'ㄷㄷ']"
4862,연극 편하게 보는거 아닌가! 숨죽여 봐야하는것도 아니고. .. 별걸다 시비네.,none,"['연극', '편하다', '보다', '거', '아니다', '숨', '죽이다', '보다', '것', '아니다', '별', '걸', '다', '시', '비', '네']"
4863,연극도 연기냐 존. 작위적에 나 연기한다 자랑하고 느끼하고. 뮤지컬도 그렇고. 오바들하네,offensive,"['연극', '연기', '냐', '존', '작위', '적', '나', '연기', '다', '자랑', '하고', '느끼하다', '뮤지컬', '그렇다', '오버']"
4864,연기 갈증이라고 하기엔 결혼전에도 딱히 작품활동 한게 없음,offensive,"['연기', '갈증', '이라고', '결혼', '전', '에도', '딱하다', '작품', '활동', '게', '없다']"
4865,연기 너무 잘하시던데 본격적으로 연기자의 길도 걸어보세요...,none,"['연기', '너무', '자다', '본격', '적', '연기자', '길다', '걸다', '보다']"
4866,연기 너무 잘해서.세정아 꽃길만 걷자 솔로도 가자,none,"['연기', '너무', '세', '정', '아', '꽃길', '만', '걷다', '솔로', '가다']"
4867,연기 실감나게 잘하시더군요,none,"['연기', '실감', '나다']"
4868,연기 예전보단 늘긴 한것 같은데 아직도 개 어색함;; 그리고 드라마가 여기저기 다른 작품들 섞어 놓은것 같아 ㅋㅋㅋ레알 걍 지금 만나러 갑니다 잖아ㅋㅋㅋ,none,"['연기', '예전', '보단', '늘다', '것', '같다', '아직도', '개', '어색하다', '그리고', '드라마', '여기저기', '다른', '작품', '섞다', '놓다', '것', '같다', 'ㅋㅋㅋ', '레알', '그냥', '지금', '만나다', '가보다', '다', '잖다', 'ㅋㅋㅋ']"
4869,연기 최고였습니다...ㅠㅠ,none,"['연기', '최고', '이다', 'ㅠㅠ']"
4870,연기가 개차반이면 어때 이뿌면 장땡이지..ㅋㅋㅋㅋㅋㅋㅋ,offensive,"['연기', '개차반', '이면', '어', '때', '이쁘다', '장땡', '이지', 'ㅋㅋㅋ']"
4871,연기가 아~~~~주 물이 올랐으!!!!목소리 아~~~~주 꿀을 발랐으!!!!,none,"['연기', '아주', '물이', '오르다', '목', '소리', '아주', '꿀', '을', '바르다']"
4872,연기기술자치고 맨날 버럭 소리지르는 한가지밖에 연기를 못하던데,none,"['연기', '기술', '자치', '고', '맨날', '버럭', '소리', '지르다', '가지', '밖에', '연기', '못', '데']"
4873,연기나 잘하고 이슈 되던가 시발,offensive,"['연기', '나', '이슈', '되다', '가다', '시발']"
