,label,token
6862,none,"['증거', '있', '리', '없', '우리', '승리', '오빠', '이용', '당했', '뿐', '무죄']"
6863,none,"['증거', '없', '는데', '카톡', '원본', '없', '뭐']"
6864,offensive,"['증거', '없이', '쓴', '글', '아닌가', 'ㅋㅋ', '또', '피해자', '눈물', '증거', 'ㅋㅋ']"
6865,hate,"['버릇', '개', '못', '준다', '워낙', '싸', '가지', '없', '거', '아', '사실', '방송', '에서', '영원', '퇴출', '됐', '어야', '될', '인간', '잊', '나오', '사', '치', '말썽', '이르키', '어디', '한두', '번', '냐', '국민', '비', '호감', '이제', '고만', '나와', '국민', '에게', '스트레스', '고만', '줘라']"
6866,none,"['자식', '라', '이쁜', '보다']"
6867,offensive,"['배우', '먼', '내', 'ㅋ']"
6868,offensive,"['아', '애', '스타', '돈', '버', '는데', '자기', '인생', '별', '볼일', '없', '어', '니', '그', '동안', '벼르', '벼르', '때', '싶', '때', '터트리', '중']"
6869,none,"['이완맥그리거', '줄', '알', '이완', '쓴', '허접']"
6870,offensive,"['존나', '나가', '둘', '아네', '눈', '아래', '쩜이나', '쎄리', '빼', '라']"
6871,offensive,"['무슨', '유재석', '라도', '줄', '아', '나']"
6872,offensive,"['좋', '다고', '센터', '섰', '겠', '냐', '스텝', '세웠', '겠', '결혼식장', '사진', '찍', '듯이', '서열', '로', '자리', '세우', '거', '자체', '차별']"
6873,offensive,"['지겨워', '나영석']"
6874,hate,"['지겹', '고마', '해라']"
6875,offensive,"['지겹', '솔지']"
6876,none,"['지겹', '지겨워', '고마', '해라', '마']"
6877,none,"['지금', '대한민국', '저', '만큼', '노력', '해서', '저', '만큼', '성공', '사람', '오', '천', '명', '있', '하지만', '대부분', '부', '명예', '때문', '이유', '없이', '비난', '받', '거나', '정권', '미움', '받', '아', '숨죽이', '사', '현실', 'ㅠㅠ', '백종원', '많', '협박', '비난', '이겨', '내', '며', '산다', 'ㅠㅠ']"
6878,hate,"['지금', '드라마', '나', '보', '있', '때', '아니', '김지영', '보다', '더', '현실', '고발', '주제', '있', '꼭', '봐야', '한다', '링크']"
6879,none,"['지금', '딱', '보', '기', '좋', '아요', '너무', '무리', '말', '아요', '할', '수', '있', '만큼', '다이어트', '해요', '홍윤화', '화이팅', 'ㅎㅎㅎ']"
6880,hate,"['지금', '만지', '러', '갑니다']"
6881,hate,"['지금', '문재인', '정부', '연예인', '물타기', '누구', '겠', '냐', '근', '혜', '명박', '때', '근', '혜', '명박', '물타기', '한다고', '난리', '더니', '진짜', '좌파', '뇌', '상상', '광우병', '뇌', '라도', '뚫렸', '나']"
6882,offensive,"['지금', '신종', '코로나', '때문', '정신', '없', '는데', '발리', '여행', '라니', '이해', '안', '됨', '정신', '차리', '세요']"
6883,none,"['지금', '엔드게임', '결말', '부분', '영상', '유출', '서', '퍼지', '있', '습니다', '조심', '세요']"
6884,offensive,"['지금', '시간', '팬', '팝콘', '각', '겠', '그리고', '그', '외', '세대', '아이돌', '팬', 'ㅇㅇ']"
6885,hate,"['지금', '임현주', '아', '나', '보', '부들거리', '건', '화장발', '사진발', '뒤', '숨', '꼴', '페미', '보다', '모든', '뛰어나', '니']"
6886,offensive,"['지금', '정부', '박근혜', '때', '보다', '심한', '거', '같', '군', '덮', '거', '있', '연예인', '기사', '언론', '적당히', '선동', '해라', '더러운', '정부', '야']"
6887,offensive,"['지금', '같', '시기', '왠', '자살', '야', '드라마', '이렇게', '밖에', '못', '쓰', '냐']"
6888,none,"['지금', '까지', '미혼', '줄', '알', '았', 'ㅋㅋ']"
6889,none,"['지금', '까지', '해온', '것', '처럼', '씩', '씩', '하고', '밝', '준', '희', '양', '자라', '줬', '으면', '좋', '겠', '어', '항상', '응원', '할께']"
6890,none,"['지금', '남', '심', '녹이', '기', '충분', '십니다']"
6891,hate,"['지금', '벗', '방', '수준', '인데']"
6892,hate,"['지금', '보', '니까', '구하라', '보살', '나', '같', '으면', '죽였']"
6893,none,"['지금', '따지', '뷔', '정국', '느낌', '당시', '여자', '라면', '믹키', '유천', '좋', '아', '긴', '함', 'ㅋㅋ']"
6894,offensive,"['지금', '엑소', '랑', '지금', '방탄', '이랑', '비교', '거', '자체', '말', '안', '엑소', '일집', '부터', '백만', '였', '지금', '까지', '유지', '있', '유일', '국가', '수고', '방탄', '갑자기', '빌보드', '갑자기', '경로', '모르', '지만', '무튼', '해외', '에서', '급', '상승', '된', '케이스']"
6895,hate,"['지금', '국가', '부도', '날', '문', '재앙', '있']"
6896,offensive,"['지금', '라도', '잡혀', '들어가', '야', '건', '맞', '는데', '이슈', '타이밍', '랑', '전', '씨', '끄나풀', '푼', '느낌', '강하', '드']"
6897,offensive,"['지금', '야', '방송', '빨', '타', '니깐', '몇', '년', '지나', '봐야', '안다']"
6898,offensive,"['지나가', '던', '개', '웃', '겠', 'ㅋㅋㅋ', '승리', '쩐', '위대', '인생']"
6899,none,"['지나간', '일', '구지', '또', '얘기', '해', '뭐', '하나']"
6900,offensive,"['지난주', 'ㅡ내', '조카', '돌', '었', '기사', '내주', '라']"
6901,hate,"['교육', '받', '으면', '얼마나', '받', '았', '다고', 'ㅋㅋ', '어디', '대학', '나옴']"
6902,none,"['지달', '절대', '안', '넘', '으']"
6903,none,"['지드래곤', '누가', '지랄', '해도', '화이팅', '너', '능력', '국보', '급']"
6904,none,"['지드래곤', '하구', '너무', '닮음', 'ㅋㅋㅋ']"
6905,offensive,"['끼리', '법', '적', '해결', '진짜', '기자', '갑', '질', '오', '진다']"
6906,offensive,"['맘', '왜', '남', '더', '난리', '야', '특이', '해', '나라', '사람']"
6907,offensive,"['백', '하나', '선물', '받', '으면', '어찌어찌', '자랑', '할려고', '애쓰', '면서', '년', '임신', '해서', '차', '선물', '받', '거', '올린', '그리', '배', '아프', '냐', 'ㅋㅋㅋ', '어쩜', '저리', '못났', '을까', 'ㅉㅉ']"
6908,offensive,"['열심히', '해서', '돈', '벌', '었', '외국', '나가', '한국', '이름', '알리', '그랬', '으면', '됐', '댁', '실수', '안', '니', '댓글', '욕', '달기', '전', '본인', '이나', '똑바로', '해']"
6909,none,"['지디', '얼굴', '변했', '네요', '부어도', '보이']"
6910,hate,"['똥', '갑', '지금', '똥', '싸', '러', '갑니다']"
6911,hate,"['지랄', '풍년', '문', '재앙', '과거사', '로', '사사건건', '시비', '거니', '아베', '빡', '쳐서', '난', '사단', '인데', '애먼', '여행객', '한테', '왜', '지랄', '냐', '아예', '공항', '폐쇄', '뱃길', '끊', '그러', '냐']"
6912,hate,"['지랄', '한다', 'ㅋㅋ', '대중', '호구', '냐']"
6913,offensive,"['지루', '잼', '드럽', '없', '안', '볼', '것']"
6914,none,"['몸', '첨', '견', '말자', '멋', '있']"
6915,none,"['지민', '아', '사랑', '한다']"
6916,offensive,"['지방', '댄스', '팀']"
6917,offensive,"['지방', '흡입', '다이어트', '로', '살', '뺐', '다고', '물건', '팔', '걸려서', '대국민', '사과', '눈물', '쑈', '던', '분', '개념', '된', '세상']"
6918,none,"['지병', '치통', '인가요', '여러분', '치과', '자주', '예수', '님', '믿', '읍시다']"
6919,offensive,"['지성', '멋', '짐', '방해', '여자', '배우', '아직', '아역', '어울릴']"
6920,none,"['지성', '더', '생김']"
6921,hate,"['지아', '송종국', '이랑', '붕어빵', '처럼', '닮', '아', '인물', '좋', '예쁜', '거', '보', '니', '연예인', '해도', '긋', '못', '생긴', '어미', '안', '닮', '기', '다행']"
6922,none,"['지아', '어린', '아이', '일', '때', '차분', '성숙', '더니', '가정사', '시끄러웠', '어도', '그대로', '큰', '엄마', '에겐', '딸', '평생', '친구', '인데', '얼마나', '이쁠까']"
6923,none,"['지연', '반드시', '솔', '로', '해야', '한다', '능력', '너무', '아까워', '좋', '노래', '만난다면', '언젠가', '반드시', '터질', '꺼']"
6924,none,"['지연', '가수', '활동', '건', '프로', '혼자', '솔', '로', '할', '때', '포스', '보', '요즘', '아이돌', '랑', '포스', '다름']"
6925,none,"['지연', '얼굴', '더', '배우', '같']"
6926,offensive,"['지오', '쟤', '년', '전', '엠블랙', '때', '보다', '어려', '졌', '뽀샵', '빨', '인가', '제모', '빨', '인가']"
6927,none,"['지우', '사마', '행복', '사세요']"
6928,none,"['지웅', '아', '치료', '받', '꼭', '살', '아라']"
6929,none,"['지인', '있', '자리', '에서', '포옹', '한번', '거', '가지', '연애', '한다', '어쩐다', '게다가', '까지', '들추어내', '서']"
6930,none,"['지인', '분', '여유', '있', '분', '도와', '드리', '세요', '너무', '안타깝']"
6931,none,"['지지난달', '킨텍스', '전시장', '에서', '이상아', '누나', '봤', '는데', '확실히', '연예인', '급', '다르', '더라', '세월', '흘러도', '이쁘', '긴', '진짜', '이쁘', '더라', '예전', '진짜', '탑', '급', '하이틴', '스타', '였', '는데', '악', '플', '러', '니', '이상아', '악', '플', '달', '자격', '이나', '있', '냐']"
6932,none,"['지진희', '연기', '드럽', '못한다', 'ㅠㅠ']"
6933,hate,"['지창욱', '저', '사이', '잇', '으니까', '성형', '티', '확', '나', '는데']"
6934,none,"['지창욱', '배우', '님', '얼굴', '공개', '것', '사과', '해라', '제대', '복귀', '얼마', '남', '않', '배우', '에게', '무슨', '횡', '패', '인가']"
6935,hate,"['지창욱', '끄', '지고']"
6936,offensive,"['지코', '석자', 'ㅎ']"
6937,offensive,"['지코', '한물갔', '는데', '뭐', '아이유', '아니', '었', '으면', '연간', '못', '었', '곡']"
6938,offensive,"['지코', '뿐', '아니', '라', '에디', '킴', '박재정', '얘', '내', '저', '멤버', '아님', '방송', '에서', '친하', '다고', '자랑', '했', '다가', '사건', '터지', '니까', '손절', '해', '보', '리', '기', 'ㅋㅋㅋ', '의리', '없', '놈', 'ㅋㅋㅋ', '연예인', '참', '인생', '쉽', '사']"
6939,offensive,"['혼자', '먹', '살', '겠', '다고', '남편', '사고', '첫', '다고', '바로', '버리', '어휴']"
6940,none,"['지효', '남친', '넘보', '마', '셈']"
6941,none,"['지효', '싫', '지효', '만나', '의건', '싫', '속상해', '진짜', '내', '신경', '쓸', '건', '아닌데', '니엘', '아', '그러', '마']"
6942,offensive,"['직업', '대중', 'ㄷ', 'ㄷ', '이분', '쌀', '핵', '만드', '연금술사']"
6943,none,"['직업', '정신', '투철', '좋', '구만']"
6944,none,"['직원', '임금', '체불', '면서', '궁전', '사']"
6945,none,"['진사', '나갈', '것', '같', '던데', '설마', '박재민', '쪽', '팀', '합류', '해', '남', '만들', '어', '놓', '밥', '솓가락', '얹', '으려고', '들어올', '건가', '아니', '직', '오윤아', '쪽', '합류', '려나']"
6946,offensive,"['진실', '모르', '겠', '난', '관상', '나름', '중요', '생각', '는데', '저', '얼굴', '아', '야비', '생겼']"
6947,none,"['진실', '조만간', '밝혀', '겠']"
6948,hate,"['진실', '사과', '시간', '지나', '개', '돼', '중', '용서', '할', '거', 'ㅎㅎ']"
6949,none,"['진심', '기사', '읽', '갸우뚱', '함', '이게', '사과', '할', '일', '가요', '화', '나신', '분', '대체', '뭐', '불편', '셨', '어요', '팬', '라는', '데', '유부남', '유부녀', '뭐', '중요']"
6950,offensive,"['진심', '둘', '역겨워', '졋음', '특히', '오창석', '아무리', '대본', '라도', '그게', '화낼', '일', '냐', '인성', '보인다', '큰', '반지', '사', '끼워', '노코', '글고', '둘', '껴안', '올라가', '장면', '보', '너무', '징그럽', '모텔', '삘', '둘', '더', '욕먹', '기', '전', '하차', '나을']"
6951,hate,"['진심', '따', '십']"
6952,offensive,"['진심', '못생겼', 'ㅉㅉ']"
6953,none,"['진심', '세상', '혼자', '사', '시', '갑자기', '내', '쪽', '걸어오', '시', '숨', '못', '쉴']"
6954,offensive,"['진심', '이게', '재', '믺나요', '너무', '유치', '해요', 'ㅜㅜ']"
6955,offensive,"['진심', '든', '아니', '든', '관심없', '애', '얘', '나오', '채널', '돌림']"
6956,none,"['진영아', '원더걸스', '재결합']"
6957,none,"['진영', '형', '님', '우리', '곡', '술사', '행', '닝', '이기', '오', '셨', '으면', '좋', '겠', '다는', '마음', '입니다', '행', '님']"
6958,none,"['진우', '설아', '행동', '이해', '불가']"
6959,none,"['진작', '이렇게', '그동안', '너무', '다큐', '같', '았', 'ㅡㅡ', '유재석', '박명수', '정준하', '이런', '씩']"
6960,none,"['진정', '아재', '돌', '젝', '키']"
6961,none,"['진짜', '어', '는데', '저', '정도', '미모', '대단', '거', '죠']"
6962,none,['진짜']
6963,none,"['진짜', '간지', '난다', 'ㅠ']"
6964,none,"['진짜', '궁금', '해서', '그런데', '온', '유리', '부사장', '혼외자', '건가요', '아님', '불륜', '녀', '인가요', '전', '여태', '불', '륜', '녀', '인데', '혼외자', '로', '속이', '줄', '알', '드라마', '봤', '는데']"
6965,none,"['진짜', '극', '강', '미모', '행복', '사세요']"
6966,none,"['진짜', '기대', '된다', '파이팅']"
6967,offensive,"['진짜', '나이', '수록', '살', '아야', '된다', '얼굴', '늙', '탐욕', '덕지덕지', '보', '기', '흉한', '거', '봐라', '다른', '동방신기', '멤버', '이랑', '비교', '저게', '동방신기', '로', '보이', '냐', '진짜', '돈', '돈', '지만', '착하', '살', '아야', '곱', '늙']"
6968,none,"['진짜', '난', '송혜교', '이쁜지', '모르', '겠', '참고', '로', '살', '남자', '임내', '블로그', '들어오', '알', '겠', '지만', '남자', '맞음', '근데', '진짜로', '난', '정미애', '더', '이쁠', '거', '같']"
6969,hate,"['진짜', '내', '일', '아닌데', '암', '걸릴', '거', '같', '아서', '못', '보', '겠', 'ㅋㅋ', '백종원', '대신', '암', '걸릴', '거', '같', '아']"
6970,none,"['진짜', '너무', '보', '기', '좋']"
6971,none,"['진짜', '닮', '았', '넘', '귀엽']"
6972,none,"['진짜', '대박', '조아', '요']"
6973,none,"['진짜', '대한민국', '원탑']"
6974,hate,"['진짜', '드럽', '못생겼', '아무리', '뽈', '차', '돈', '많', '아도', '저', '얼굴', '이랑', '못', '살', '것', '같', '비위', '좋', 'ㅉㅉ']"
6975,none,"['진짜', '매력', '쩔', '어', '볼수록', '매력', '적', '질리', '않']"
6976,none,"['진짜', '멋있', '뽀빠이', '아저씨', '감사', '합니다']"
6977,none,"['진짜', '멋있']"
6978,none,"['진짜', '멋있', 'ㄷ', 'ㄷ']"
6979,hate,"['진짜', '못', '생기', '긴', '더럽', '못생겼', '서울대', '안', '나왔', '으면', '어쩔', '뻔', '봤', '냐']"
6980,offensive,"['진짜', '미친', '나라']"
6981,offensive,"['진짜', '별', '논란', '야', '어휴']"
6982,none,"['진짜', '별로', '였', '는데', '원작', '특유', '밝', '사랑', '스런', '분위기', '아닌', '한국식', '신파극', '보', '짜증', '나', '던데', 'ㅋㅋ']"
6983,offensive,"['진짜', '보석함', '쳐박혀', '있', '보석', '씨엘', '이하이', '같', '아티스트', '보석함', '란', '의미', '뻔히', '알', '면서', '그걸', '타이틀', '로', '삼', '건', '그냥', '팬', '농락', '거', '아닌가', '싶', '양', '혐석', '감', '떨어진', '건', '알', '았', '는데', '이렇게', '멍청', '전개', '보일', '줄', 'ㅋ']"
6984,none,"['진짜', '부족', '뭔지', '볼', '때', '마다', '감탄', '해요', '나', '롤', '모델', '안현모', '씨']"
6985,none,"['진짜', '분위기', '이쁘', '얼굴', '이쁘']"
6986,offensive,"['진짜', '빅뱅', '사회', '악']"
6987,hate,"['진짜', '산', '정도', '애잔', 'ㅋㅋ', '여자', '너', '싫', '어', '해']"
6988,none,"['진짜', '세상', '에서', '제일', '부러운', '삶', '백종원', '사람', '정말', '너무', '진국', '던데', '부러워요', '소유진', 'ㅠㅠ']"
6989,none,"['진짜', '소소', '재밌', '틀', '어', '놓', '기', '해도', '힐링', '프로그램']"
6990,hate,"['진짜', '쓰레기', '같', '기사', '재벌가', '시집간', '아나운서', '이야기', '누가', '관심', '가진다고']"
6991,none,"['진짜', '아이오', '아이', '에서', '김범수', '빼', '곤', '사라지']"
6992,offensive,"['진짜', '애기', '안', '낳']"
6993,none,"['진짜', '어제', '보', '왔', '는데', '거짓말', '하나', '안', '보태', '노', '잼', '더라', '요즘', '영화', '정말', '없', '긴', '한가', '보', '구나', '느낌']"
6994,none,"['진짜', '어지간히', '해라']"
6995,none,"['진짜', '여자', '심각', '예쁨']"
6996,offensive,"['진짜', '여자', '연예인', '나중', '자식', '생각', '해서라도', '여자', '답', '행동', '살', '았', '으면', '김태희', '나', '김희애', '등', '얼마나', '떠', '떳', '냐', '반대', '로', '백지영', '이나', '오양', '그게', '뭐', '냐', '남편', '자식', '또', '무슨', '죄고']"
6997,offensive,"['진짜', '여자', '꼭지', '이뻐야', '한다', '색깔', '핑크', '빛', '시커', '꼭지', '싫', '어', '냄새', '나']"
6998,hate,"['진짜', '여자', '키', '로', '넘', '으면', '극', '혐인듯']"
6999,offensive,"['진짜', '연기', '창피', '해서', '그런', '걸까', 'ㅋㅋ']"
7000,offensive,"['진짜', '연기', '못', '애', '모아뒀', '월화', '드라마', '시청', '률', '똥', '망', '라', '드라마', '잠정', '폐지', '까지', '한다는', '데', '연기', '못', '아이', '돌', '왜', '자꾸', '갔', '다가', '쓰', '건지', '몰', '겠', '쌍수', '해서', '얼굴', '쳐다보', '것', '졸', '부담', '구', '소름', '돋', '발연기', '그러', '니', '시청', '률']"
7001,none,"['진짜', '예쁨']"
7002,offensive,"['진짜', '욕심', '많', '아', '보이', '생겼']"
7003,hate,"['진짜', '우리', '나라', '불편', '사람', '많', 'ㅋㅋㅋ', '현실', '평생', '해도', '못', '버', '돈', '하루', '버', '니까', '인생', '이랑', '비교', '돼서', '배', '아픈', '거', '같', '은데', '그냥', '니', '인생', '이나', '생각', '해라', 'ㅋㅋ', '남', '까', '면서', '자위질', '그만']"
7004,offensive,"['진짜', '이딴', '거', '왜', '거']"
7005,none,"['진짜', '이렇게', '애', '가지', '축복', '못', '받', '기', '힘들']"
7006,none,"['진짜', '이쁘', '긴', '이쁘']"
7007,none,"['진짜', '이유리', '님', '나오', '드라마', '챙겨본다', '요즘', '한국', '드라마', '너무', '재미없', '어서', '실망', '던', '와중', '정말', '숨통', '쉬', '어', '이유리', '씨', '연기', '였', '송창의', '씨', '다시', '보', '된', '드라마', '대상', '가즈', '아']"
7008,none,"['진짜', '일본', '놈', '줄', '알', '았', '어요', 'ㅎㅎ', '진짜', '연기', '셨', '어요']"
7009,none,"['진짜', '자연', '미인', '더라', '어떻게', '얼굴', '그대로', '냐', '더구나', '저', '얼굴', '애', '명', '있', '걸로', '아', '는데', '진짜', '관리', '했', '많', '활동', '해', '주', '세요']"
7010,none,"['진짜', '자랐', '성격', '좋', '나', '혼자', '여행', '봤', '어요']"
7011,offensive,"['진짜', '저런', '거짓', '루머', '퍼트리', '놈', '평생', '백수', '탈모', '여드름', '있', '놈', '일']"
7012,none,"['진짜', '제대로', '병맛', '에다', '넘', '재밌', 'ㅋㅋ']"
7013,none,"['진짜', '주리', '화사', '누나', '방송', '때', '마다', '털털', '모습', '너무', '좋', '무대', '때', '마다', '항상', '빛나', '모습', '멋있', '어요', '그래서', '내', '무무', '됬', '앞', '계속', '꽃길', '걷']"
7014,none,"['진짜', '직원', '아티스트', '생각', '많이', '시', '복지', 'ㅎ', 'ㄷ', 'ㄷ', '보', '기', '좋', '습니다']"
7015,offensive,"['진짜', '진리', '남자', '재력', '여자', '미모', '인데', '않', '것', '넷', '에서', '피', '터지', '싸우', 'ㅋㅋ']"
7016,offensive,"['진짜', '창피', 'ㅋㅋㅋ', '서양인', '동양인', '저렇', '줄', '알']"
7017,none,"['진짜', '천사', '아닌가', '사람', '마다', '다르', '지만', '부부', '관계', '있', '어서', '성', '부분', '엄청', '중요', '한데', '그냥', '마음', '하나', '로', '요즘', '여자', '배울', '필요', '있', '다고', '본다', '저런', '부분', '아닌', '전반', '적', '인성', '부분', '에서']"
7018,none,"['진짜', '치사', '스럽', '소속', '사', '총동원령', '내리', '구혜선', '파묻', '모양', '그래도', '응원', 'ㅇㄴ', '사람', '많', '구혜선', '힘내', '라']"
7019,none,"['진짜', '팬', '계속', '좋', '아']"
7020,hate,"['진짜', '한심', '국민', 'ㅈ', 'ㄴ', '할', '짓거리', '없', '나', '보', '그러', '니', '재앙', '이나', '대통', '뽑', '아', '놓']"
7021,offensive,"['진짜', '한혜진', '얘', '왜', '나와', 'ㅡ', 'ㅡ', '완존', '노', '잼']"
7022,offensive,"['진짜', '현빈', '아깝', '성형', '녀', '아니', '죠']"
7023,offensive,"['진짜', '힘들', '고인', '차마', '입', '담', '것', '힘들', '어요', '근데', '너무', '언급', '셔서', '진심', '인지', '모르', '겠', '어요']"
7024,none,"['진짜', '열', '애', '아니', '구', '열', '애', '설', '예요', 'ㅠㅜ']"
7025,offensive,"['진짜', '심이', '시점', '전', '일본', '간', '사진', '올렸', '다면', '비웃', '거', '더', '나쁜', '인간', '아님', '모지리']"
7026,offensive,"['진짜', '진심', '빡', '치', '잼', '없', '어서', '채널', '돌림', '모교', '걸', '예능', '에서', '왜', '해']"
7027,none,"['진짜', '나타났', '왕좌', '컴백', '기대', '는군']"
7028,none,"['진짜', '여운', '많이', '남기', '드라마', '아이유', '연기', '진짜', '한다']"
7029,none,"['진짜', '이만큼', '버틴', '것', '대단', '함', '일반인', '여신', '처럼', '살', '아요', '고생', '했', '어요', '태', '언니']"
7030,hate,"['진짜', '재수없', '카악', '퉤']"
7031,hate,"['진한', '화장', '화려', '외모', '거부', '합니다', '탈', '코르셋', '운동', '동참', '않', '모든', '여자', '연예인', '불매', '합니다']"
7032,offensive,"['진화', '야', '더', '늦', '기', '전', '손절', '어리', '이쁜', '애', '만나', '라']"
7033,hate,"['집', '내부', '인테리어', '비해', '바깥', '배경', '별로', '저층', '살', '있', '나', '보군', '태풍', '물', '밀려', '들어와', '집안', '침수', '어라']"
7034,offensive,"['집사부', '일체', '사부', '로', '애', '잠깐', '양념', '나오', '건', '그렇', '쳐도', '이영애', '양심', '있', '여자', '냐', '주일', '애', '로', '채우', '니', '애', '사부', '냐', '해도', '너무', '한다', '사', '부', '개뿔', '연예인', '그리', '했', '으면', '진짜', '사부', '노릇', '해야지', '양심', '불량']"
7035,offensive,"['집안', '부자', '거', '아니', '까', '와도', '계약', '해', '주', '대출', '대납', '했', '겠', '여차하면', '부모', '찾아가', '니까', '재력', '잖아']"
7036,hate,"['징', '그러', '구', '역질', '난다']"
7037,hate,"['징글징글', 'ㅋㅋ', '나영석', '여행', '처먹', '거', '세', '개', '아니', '못하', '냐', '작작', '우려먹', '어라', '질린다']"
7038,hate,"['징글징글', '촛불', '여잔데', '일장기', '두르', '겠', '냐']"
7039,none,"['징역', '월', '교도소', '에서', '개월', '생활', '거', '죠']"
7040,none,"['짜', '연출', '상황', '극']"
7041,offensive,"['짜', '고친', '느낌', 'ㅋㅋㅋ']"
7042,offensive,"['짜증', '여자', '배우', '김사랑', '줄', '알', '았', '나']"
7043,none,"['짝', '짖', '기', '프로', '광고', '질', '그만', '해라']"
7044,none,"['짬뽕', '집', '솔루션', '거', '맞', '나요', '국물', '닭', '뼈', '넘', '넣', '어서', '인지', '텁텁', '탕수육', '고기', '좋', '은데', '소스', '에서', '시큼', '맛나', '홍콩', '반점', '비교', '할', '수', '조차', '없', '맛', '던데']"
7045,hate,"['짱깨', '방송', '짱깨', '국', '에서', '나', '시', '길']"
7046,hate,"['짱꼴라', '왜', '우리', '나라', '삼']"
7047,hate,"['쩔뚝', '아', '걸', '어', '봐', 'ㅋㅋㅋ']"
7048,none,"['쩝', '진짜', '공개', '연애', '나', '쁜예ㅜㅜ']"
7049,offensive,"['쪼그만', '까져', '가지']"
7050,hate,"['쪽', '바리', '홈']"
7051,hate,"['쪽', '빠리', '년', '물러가', '라']"
7052,hate,"['쫌', '남', '여행', '까지', '머', '라', '마세요', '가족', '여행', '간', '무슨', '죄', '니', '진짜', '미친', '대한민국']"
7053,hate,"['쫌', '더', '인기', '쭉쭉', '올라갈', '수', '있', '었', '는데', '자기', '본성', '못', '속이', '구', '뽀롱나', '서', '망한', '케이스', '대표', '주자', '지요', '티아라', '구라', '라', '어', '둘', '라', '돌림']"
7054,offensive,"['쫑', '나', '걸릴', '없', '거든', '바람', '피워', '불륜', '아니', '재산', '문제', '없', '쿨', '이런', '보도', '나오', '거진', '얼마', '후', '찠어지던데얼마나', '갈지']"
7055,offensive,"['쭉', '쉬', '세요']"
7056,offensive,"['찌', '라', '시', '중기', '바람', '피', '엇', '다고', '던데', 'ㅠ']"
7057,hate,"['찌질이', '보', '기', '싫', '안', '보', '될', '것', '보', '면서', '찡얼대', '모지리', 'ㅋㅋ', '왜', '사', '냐', '모지리', '아', 'ㅋㅋ']"
7058,hate,"['찌질', '한국', '천것', '남', '결혼', '기사', '또', '댓글', '놀이', '니', '보단', '능력', '좋', '잘사', '사람', '니', '걱정', '니들', '버어', '러지', '인생', '나', '거라', 'ㅋㅋㅋ']"
7059,offensive,"['찍', '사람', '잘못', '긴', '한데', '찍힌', '사람', '잘못', '에휴']"
7060,hate,"['찔리', '있', '으니까', '기자', '회견', 'ㅋㅋ', '역시', '변기', '맛']"
7061,none,"['차두리', '라고', '세', '찌', '머', '야']"
7062,none,"['차라리', '공개', '사과', '정우성', '한테', '칭찬', '해', '주', '든가', '여성', '꽃', '비유', '표현', '지적', '해', '준', '사람', '한테', '왜', '뭐', '라', '함']"
7063,none,"['차라리', '초밥', '집', '에서', '회덮밥', '했', '으면', '배', '부르', '좋', '않', '았', '을까', '싶', '초밥', '고집', '아쉽', '네요', '원', '가격', '좋', '지만', '돈', '더', '주', '배', '어느', '정도', '찬', '좋', '애매', '돈', '내', '도저', '아니', '먹', '더', '싫', 'ㅠㅠ']"
7064,none,"['차선', '긋', '형', '저', '도로', '차선', '그려', '주', '러', '싶', '노', '중앙선', '저거', '너무', '거', '아니']"
7065,hate,"['차세대', '홍어', '퀸', '다치', '쓰', '긋', '냐']"
7066,none,"['차예련', '정말', '예쁘', '다고', '생각', '했', '는데', '미우', '새', '나온', '거', '보', '니까', '머리', '스타일', '문제', '인지', '드라마', '에서', '봤', '던', '내', '아', '모습', '뭔가', '묘하', '덜', '이뻐', '보이', '것', '같', '던데']"
7067,none,"['차예련', '씨', '여전히', '곱', '이쁘', '네요']"
7068,none,"['차예련', '명품', '사랑', 'ㅎㅎ', '저번', '달', '백화점', '에서', '명품', '쓸어가', '드만']"
7069,offensive,"['차', '은우', '못', '생겼', '다는', '아니', '라', '차', '은우', '보다', '더', '잘난', '사람', '많', '은데', '왜', '쟤', '가지', '난리', '진심', '궁금']"
7070,offensive,"['차', '은우', '신', '급', '이경규', '급', '야', '비빌', '걸', '비', '벼', '라', '할', '배', '요']"
7071,none,"['차', '은우', '아스트', '로', '탈퇴', '배우', '길', '걸으면', '안', '돼', '나', '요']"
7072,hate,"['차', '혁', '진짜', '나쁜', '놈', '인데', '결혼식', '때', '남편', '있', '딴', '여자', '한테', '키스', '채린', '아', '문재상', '한테', '지하', '방', '사', '운전기사', '뭐', '니', '수준', '떨어지', 'ㅋ']"
7073,offensive,"['차이', '나', '여자', '왜', '한국', '연예', '기사', '자꾸', '내', '냐', '기자', '제정신', '냐', '기사', '거리', '없', '으면', '잠', '이나', '자세', '요']"
7074,none,"['차장', '중요', '아니', '다리', '놔', '준', '거', '때문', '아니', '었', '나']"
7075,hate,"['차', '칸', '이광수', '등', '빨대', '꽂', '으려고', '양상국', '전', '여친', '처럼']"
7076,offensive,"['차태현', '송중기', '박보검', '이어지', '훈훈', '블로썸', '이미지', '성', '폭력범', '라니']"
7077,none,"['차태현', '씨', '굿', '굿', '굿', '입니다']"
7078,none,"['차', '판다고', '아', '노', '았', '나']"
7079,none,"['차홍', '그분', '이랑', '이미지', '비', '슷하다귀욤귀욤하게ㅎㅎ', '예뻐요']"
7080,offensive,"['차화연', '오바', '연기', '민망', '해', '못', '보', '겠']"
